Date,Year,Month,MonthName,Quarter,WeekOfYear,DayOfWeek
2010-04-13 07:45:00,2010,4,April,Q2,15,Tuesday
2010-04-14 07:45:00,2010,4,April,Q2,15,Wednesday
2010-04-15 07:45:00,2010,4,April,Q2,15,Thursday
2010-04-16 07:45:00,2010,4,April,Q2,15,Friday
2010-04-17 07:45:00,2010,4,April,Q2,15,Saturday
2010-04-18 07:45:00,2010,4,April,Q2,15,Sunday
2010-04-19 07:45:00,2010,4,April,Q2,16,Monday
2010-04-20 07:45:00,2010,4,April,Q2,16,Tuesday
2010-04-21 07:45:00,2010,4,April,Q2,16,Wednesday
2010-04-22 07:45:00,2010,4,April,Q2,16,Thursday
2010-04-23 07:45:00,2010,4,April,Q2,16,Friday
2010-04-24 07:45:00,2010,4,April,Q2,16,Saturday
2010-04-25 07:45:00,2010,4,April,Q2,16,Sunday
2010-04-26 07:45:00,2010,4,April,Q2,17,Monday
2010-04-27 07:45:00,2010,4,April,Q2,17,Tuesday
2010-04-28 07:45:00,2010,4,April,Q2,17,Wednesday
2010-04-29 07:45:00,2010,4,April,Q2,17,Thursday
2010-04-30 07:45:00,2010,4,April,Q2,17,Friday
2010-05-01 07:45:00,2010,5,May,Q2,17,Saturday
2010-05-02 07:45:00,2010,5,May,Q2,17,Sunday
2010-05-03 07:45:00,2010,5,May,Q2,18,Monday
2010-05-04 07:45:00,2010,5,May,Q2,18,Tuesday
2010-05-05 07:45:00,2010,5,May,Q2,18,Wednesday
2010-05-06 07:45:00,2010,5,May,Q2,18,Thursday
2010-05-07 07:45:00,2010,5,May,Q2,18,Friday
2010-05-08 07:45:00,2010,5,May,Q2,18,Saturday
2010-05-09 07:45:00,2010,5,May,Q2,18,Sunday
2010-05-10 07:45:00,2010,5,May,Q2,19,Monday
2010-05-11 07:45:00,2010,5,May,Q2,19,Tuesday
2010-05-12 07:45:00,2010,5,May,Q2,19,Wednesday
2010-05-13 07:45:00,2010,5,May,Q2,19,Thursday
2010-05-14 07:45:00,2010,5,May,Q2,19,Friday
2010-05-15 07:45:00,2010,5,May,Q2,19,Saturday
2010-05-16 07:45:00,2010,5,May,Q2,19,Sunday
2010-05-17 07:45:00,2010,5,May,Q2,20,Monday
2010-05-18 07:45:00,2010,5,May,Q2,20,Tuesday
2010-05-19 07:45:00,2010,5,May,Q2,20,Wednesday
2010-05-20 07:45:00,2010,5,May,Q2,20,Thursday
2010-05-21 07:45:00,2010,5,May,Q2,20,Friday
2010-05-22 07:45:00,2010,5,May,Q2,20,Saturday
2010-05-23 07:45:00,2010,5,May,Q2,20,Sunday
2010-05-24 07:45:00,2010,5,May,Q2,21,Monday
2010-05-25 07:45:00,2010,5,May,Q2,21,Tuesday
2010-05-26 07:45:00,2010,5,May,Q2,21,Wednesday
2010-05-27 07:45:00,2010,5,May,Q2,21,Thursday
2010-05-28 07:45:00,2010,5,May,Q2,21,Friday
2010-05-29 07:45:00,2010,5,May,Q2,21,Saturday
2010-05-30 07:45:00,2010,5,May,Q2,21,Sunday
2010-05-31 07:45:00,2010,5,May,Q2,22,Monday
2010-06-01 07:45:00,2010,6,June,Q2,22,Tuesday
2010-06-02 07:45:00,2010,6,June,Q2,22,Wednesday
2010-06-03 07:45:00,2010,6,June,Q2,22,Thursday
2010-06-04 07:45:00,2010,6,June,Q2,22,Friday
2010-06-05 07:45:00,2010,6,June,Q2,22,Saturday
2010-06-06 07:45:00,2010,6,June,Q2,22,Sunday
2010-06-07 07:45:00,2010,6,June,Q2,23,Monday
2010-06-08 07:45:00,2010,6,June,Q2,23,Tuesday
2010-06-09 07:45:00,2010,6,June,Q2,23,Wednesday
2010-06-10 07:45:00,2010,6,June,Q2,23,Thursday
2010-06-11 07:45:00,2010,6,June,Q2,23,Friday
2010-06-12 07:45:00,2010,6,June,Q2,23,Saturday
2010-06-13 07:45:00,2010,6,June,Q2,23,Sunday
2010-06-14 07:45:00,2010,6,June,Q2,24,Monday
2010-06-15 07:45:00,2010,6,June,Q2,24,Tuesday
2010-06-16 07:45:00,2010,6,June,Q2,24,Wednesday
2010-06-17 07:45:00,2010,6,June,Q2,24,Thursday
2010-06-18 07:45:00,2010,6,June,Q2,24,Friday
2010-06-19 07:45:00,2010,6,June,Q2,24,Saturday
2010-06-20 07:45:00,2010,6,June,Q2,24,Sunday
2010-06-21 07:45:00,2010,6,June,Q2,25,Monday
2010-06-22 07:45:00,2010,6,June,Q2,25,Tuesday
2010-06-23 07:45:00,2010,6,June,Q2,25,Wednesday
2010-06-24 07:45:00,2010,6,June,Q2,25,Thursday
2010-06-25 07:45:00,2010,6,June,Q2,25,Friday
2010-06-26 07:45:00,2010,6,June,Q2,25,Saturday
2010-06-27 07:45:00,2010,6,June,Q2,25,Sunday
2010-06-28 07:45:00,2010,6,June,Q2,26,Monday
2010-06-29 07:45:00,2010,6,June,Q2,26,Tuesday
2010-06-30 07:45:00,2010,6,June,Q2,26,Wednesday
2010-07-01 07:45:00,2010,7,July,Q3,26,Thursday
2010-07-02 07:45:00,2010,7,July,Q3,26,Friday
2010-07-03 07:45:00,2010,7,July,Q3,26,Saturday
2010-07-04 07:45:00,2010,7,July,Q3,26,Sunday
2010-07-05 07:45:00,2010,7,July,Q3,27,Monday
2010-07-06 07:45:00,2010,7,July,Q3,27,Tuesday
2010-07-07 07:45:00,2010,7,July,Q3,27,Wednesday
2010-07-08 07:45:00,2010,7,July,Q3,27,Thursday
2010-07-09 07:45:00,2010,7,July,Q3,27,Friday
2010-07-10 07:45:00,2010,7,July,Q3,27,Saturday
2010-07-11 07:45:00,2010,7,July,Q3,27,Sunday
2010-07-12 07:45:00,2010,7,July,Q3,28,Monday
2010-07-13 07:45:00,2010,7,July,Q3,28,Tuesday
2010-07-14 07:45:00,2010,7,July,Q3,28,Wednesday
2010-07-15 07:45:00,2010,7,July,Q3,28,Thursday
2010-07-16 07:45:00,2010,7,July,Q3,28,Friday
2010-07-17 07:45:00,2010,7,July,Q3,28,Saturday
2010-07-18 07:45:00,2010,7,July,Q3,28,Sunday
2010-07-19 07:45:00,2010,7,July,Q3,29,Monday
2010-07-20 07:45:00,2010,7,July,Q3,29,Tuesday
2010-07-21 07:45:00,2010,7,July,Q3,29,Wednesday
2010-07-22 07:45:00,2010,7,July,Q3,29,Thursday
2010-07-23 07:45:00,2010,7,July,Q3,29,Friday
2010-07-24 07:45:00,2010,7,July,Q3,29,Saturday
2010-07-25 07:45:00,2010,7,July,Q3,29,Sunday
2010-07-26 07:45:00,2010,7,July,Q3,30,Monday
2010-07-27 07:45:00,2010,7,July,Q3,30,Tuesday
2010-07-28 07:45:00,2010,7,July,Q3,30,Wednesday
2010-07-29 07:45:00,2010,7,July,Q3,30,Thursday
2010-07-30 07:45:00,2010,7,July,Q3,30,Friday
2010-07-31 07:45:00,2010,7,July,Q3,30,Saturday
2010-08-01 07:45:00,2010,8,August,Q3,30,Sunday
2010-08-02 07:45:00,2010,8,August,Q3,31,Monday
2010-08-03 07:45:00,2010,8,August,Q3,31,Tuesday
2010-08-04 07:45:00,2010,8,August,Q3,31,Wednesday
2010-08-05 07:45:00,2010,8,August,Q3,31,Thursday
2010-08-06 07:45:00,2010,8,August,Q3,31,Friday
2010-08-07 07:45:00,2010,8,August,Q3,31,Saturday
2010-08-08 07:45:00,2010,8,August,Q3,31,Sunday
2010-08-09 07:45:00,2010,8,August,Q3,32,Monday
2010-08-10 07:45:00,2010,8,August,Q3,32,Tuesday
2010-08-11 07:45:00,2010,8,August,Q3,32,Wednesday
2010-08-12 07:45:00,2010,8,August,Q3,32,Thursday
2010-08-13 07:45:00,2010,8,August,Q3,32,Friday
2010-08-14 07:45:00,2010,8,August,Q3,32,Saturday
2010-08-15 07:45:00,2010,8,August,Q3,32,Sunday
2010-08-16 07:45:00,2010,8,August,Q3,33,Monday
2010-08-17 07:45:00,2010,8,August,Q3,33,Tuesday
2010-08-18 07:45:00,2010,8,August,Q3,33,Wednesday
2010-08-19 07:45:00,2010,8,August,Q3,33,Thursday
2010-08-20 07:45:00,2010,8,August,Q3,33,Friday
2010-08-21 07:45:00,2010,8,August,Q3,33,Saturday
2010-08-22 07:45:00,2010,8,August,Q3,33,Sunday
2010-08-23 07:45:00,2010,8,August,Q3,34,Monday
2010-08-24 07:45:00,2010,8,August,Q3,34,Tuesday
2010-08-25 07:45:00,2010,8,August,Q3,34,Wednesday
2010-08-26 07:45:00,2010,8,August,Q3,34,Thursday
2010-08-27 07:45:00,2010,8,August,Q3,34,Friday
2010-08-28 07:45:00,2010,8,August,Q3,34,Saturday
2010-08-29 07:45:00,2010,8,August,Q3,34,Sunday
2010-08-30 07:45:00,2010,8,August,Q3,35,Monday
2010-08-31 07:45:00,2010,8,August,Q3,35,Tuesday
2010-09-01 07:45:00,2010,9,September,Q3,35,Wednesday
2010-09-02 07:45:00,2010,9,September,Q3,35,Thursday
2010-09-03 07:45:00,2010,9,September,Q3,35,Friday
2010-09-04 07:45:00,2010,9,September,Q3,35,Saturday
2010-09-05 07:45:00,2010,9,September,Q3,35,Sunday
2010-09-06 07:45:00,2010,9,September,Q3,36,Monday
2010-09-07 07:45:00,2010,9,September,Q3,36,Tuesday
2010-09-08 07:45:00,2010,9,September,Q3,36,Wednesday
2010-09-09 07:45:00,2010,9,September,Q3,36,Thursday
2010-09-10 07:45:00,2010,9,September,Q3,36,Friday
2010-09-11 07:45:00,2010,9,September,Q3,36,Saturday
2010-09-12 07:45:00,2010,9,September,Q3,36,Sunday
2010-09-13 07:45:00,2010,9,September,Q3,37,Monday
2010-09-14 07:45:00,2010,9,September,Q3,37,Tuesday
2010-09-15 07:45:00,2010,9,September,Q3,37,Wednesday
2010-09-16 07:45:00,2010,9,September,Q3,37,Thursday
2010-09-17 07:45:00,2010,9,September,Q3,37,Friday
2010-09-18 07:45:00,2010,9,September,Q3,37,Saturday
2010-09-19 07:45:00,2010,9,September,Q3,37,Sunday
2010-09-20 07:45:00,2010,9,September,Q3,38,Monday
2010-09-21 07:45:00,2010,9,September,Q3,38,Tuesday
2010-09-22 07:45:00,2010,9,September,Q3,38,Wednesday
2010-09-23 07:45:00,2010,9,September,Q3,38,Thursday
2010-09-24 07:45:00,2010,9,September,Q3,38,Friday
2010-09-25 07:45:00,2010,9,September,Q3,38,Saturday
2010-09-26 07:45:00,2010,9,September,Q3,38,Sunday
2010-09-27 07:45:00,2010,9,September,Q3,39,Monday
2010-09-28 07:45:00,2010,9,September,Q3,39,Tuesday
2010-09-29 07:45:00,2010,9,September,Q3,39,Wednesday
2010-09-30 07:45:00,2010,9,September,Q3,39,Thursday
2010-10-01 07:45:00,2010,10,October,Q4,39,Friday
2010-10-02 07:45:00,2010,10,October,Q4,39,Saturday
2010-10-03 07:45:00,2010,10,October,Q4,39,Sunday
2010-10-04 07:45:00,2010,10,October,Q4,40,Monday
2010-10-05 07:45:00,2010,10,October,Q4,40,Tuesday
2010-10-06 07:45:00,2010,10,October,Q4,40,Wednesday
2010-10-07 07:45:00,2010,10,October,Q4,40,Thursday
2010-10-08 07:45:00,2010,10,October,Q4,40,Friday
2010-10-09 07:45:00,2010,10,October,Q4,40,Saturday
2010-10-10 07:45:00,2010,10,October,Q4,40,Sunday
2010-10-11 07:45:00,2010,10,October,Q4,41,Monday
2010-10-12 07:45:00,2010,10,October,Q4,41,Tuesday
2010-10-13 07:45:00,2010,10,October,Q4,41,Wednesday
2010-10-14 07:45:00,2010,10,October,Q4,41,Thursday
2010-10-15 07:45:00,2010,10,October,Q4,41,Friday
2010-10-16 07:45:00,2010,10,October,Q4,41,Saturday
2010-10-17 07:45:00,2010,10,October,Q4,41,Sunday
2010-10-18 07:45:00,2010,10,October,Q4,42,Monday
2010-10-19 07:45:00,2010,10,October,Q4,42,Tuesday
2010-10-20 07:45:00,2010,10,October,Q4,42,Wednesday
2010-10-21 07:45:00,2010,10,October,Q4,42,Thursday
2010-10-22 07:45:00,2010,10,October,Q4,42,Friday
2010-10-23 07:45:00,2010,10,October,Q4,42,Saturday
2010-10-24 07:45:00,2010,10,October,Q4,42,Sunday
2010-10-25 07:45:00,2010,10,October,Q4,43,Monday
2010-10-26 07:45:00,2010,10,October,Q4,43,Tuesday
2010-10-27 07:45:00,2010,10,October,Q4,43,Wednesday
2010-10-28 07:45:00,2010,10,October,Q4,43,Thursday
2010-10-29 07:45:00,2010,10,October,Q4,43,Friday
2010-10-30 07:45:00,2010,10,October,Q4,43,Saturday
2010-10-31 07:45:00,2010,10,October,Q4,43,Sunday
2010-11-01 07:45:00,2010,11,November,Q4,44,Monday
2010-11-02 07:45:00,2010,11,November,Q4,44,Tuesday
2010-11-03 07:45:00,2010,11,November,Q4,44,Wednesday
2010-11-04 07:45:00,2010,11,November,Q4,44,Thursday
2010-11-05 07:45:00,2010,11,November,Q4,44,Friday
2010-11-06 07:45:00,2010,11,November,Q4,44,Saturday
2010-11-07 07:45:00,2010,11,November,Q4,44,Sunday
2010-11-08 07:45:00,2010,11,November,Q4,45,Monday
2010-11-09 07:45:00,2010,11,November,Q4,45,Tuesday
2010-11-10 07:45:00,2010,11,November,Q4,45,Wednesday
2010-11-11 07:45:00,2010,11,November,Q4,45,Thursday
2010-11-12 07:45:00,2010,11,November,Q4,45,Friday
2010-11-13 07:45:00,2010,11,November,Q4,45,Saturday
2010-11-14 07:45:00,2010,11,November,Q4,45,Sunday
2010-11-15 07:45:00,2010,11,November,Q4,46,Monday
2010-11-16 07:45:00,2010,11,November,Q4,46,Tuesday
2010-11-17 07:45:00,2010,11,November,Q4,46,Wednesday
2010-11-18 07:45:00,2010,11,November,Q4,46,Thursday
2010-11-19 07:45:00,2010,11,November,Q4,46,Friday
2010-11-20 07:45:00,2010,11,November,Q4,46,Saturday
2010-11-21 07:45:00,2010,11,November,Q4,46,Sunday
2010-11-22 07:45:00,2010,11,November,Q4,47,Monday
2010-11-23 07:45:00,2010,11,November,Q4,47,Tuesday
2010-11-24 07:45:00,2010,11,November,Q4,47,Wednesday
2010-11-25 07:45:00,2010,11,November,Q4,47,Thursday
2010-11-26 07:45:00,2010,11,November,Q4,47,Friday
2010-11-27 07:45:00,2010,11,November,Q4,47,Saturday
2010-11-28 07:45:00,2010,11,November,Q4,47,Sunday
2010-11-29 07:45:00,2010,11,November,Q4,48,Monday
2010-11-30 07:45:00,2010,11,November,Q4,48,Tuesday
2010-12-01 07:45:00,2010,12,December,Q4,48,Wednesday
2010-12-02 07:45:00,2010,12,December,Q4,48,Thursday
2010-12-03 07:45:00,2010,12,December,Q4,48,Friday
2010-12-04 07:45:00,2010,12,December,Q4,48,Saturday
2010-12-05 07:45:00,2010,12,December,Q4,48,Sunday
2010-12-06 07:45:00,2010,12,December,Q4,49,Monday
2010-12-07 07:45:00,2010,12,December,Q4,49,Tuesday
2010-12-08 07:45:00,2010,12,December,Q4,49,Wednesday
2010-12-09 07:45:00,2010,12,December,Q4,49,Thursday
2010-12-10 07:45:00,2010,12,December,Q4,49,Friday
2010-12-11 07:45:00,2010,12,December,Q4,49,Saturday
2010-12-12 07:45:00,2010,12,December,Q4,49,Sunday
2010-12-13 07:45:00,2010,12,December,Q4,50,Monday
2010-12-14 07:45:00,2010,12,December,Q4,50,Tuesday
2010-12-15 07:45:00,2010,12,December,Q4,50,Wednesday
2010-12-16 07:45:00,2010,12,December,Q4,50,Thursday
2010-12-17 07:45:00,2010,12,December,Q4,50,Friday
2010-12-18 07:45:00,2010,12,December,Q4,50,Saturday
2010-12-19 07:45:00,2010,12,December,Q4,50,Sunday
2010-12-20 07:45:00,2010,12,December,Q4,51,Monday
2010-12-21 07:45:00,2010,12,December,Q4,51,Tuesday
2010-12-22 07:45:00,2010,12,December,Q4,51,Wednesday
2010-12-23 07:45:00,2010,12,December,Q4,51,Thursday
2010-12-24 07:45:00,2010,12,December,Q4,51,Friday
2010-12-25 07:45:00,2010,12,December,Q4,51,Saturday
2010-12-26 07:45:00,2010,12,December,Q4,51,Sunday
2010-12-27 07:45:00,2010,12,December,Q4,52,Monday
2010-12-28 07:45:00,2010,12,December,Q4,52,Tuesday
2010-12-29 07:45:00,2010,12,December,Q4,52,Wednesday
2010-12-30 07:45:00,2010,12,December,Q4,52,Thursday
2010-12-31 07:45:00,2010,12,December,Q4,52,Friday
2011-01-01 07:45:00,2011,1,January,Q1,52,Saturday
2011-01-02 07:45:00,2011,1,January,Q1,52,Sunday
2011-01-03 07:45:00,2011,1,January,Q1,1,Monday
2011-01-04 07:45:00,2011,1,January,Q1,1,Tuesday
2011-01-05 07:45:00,2011,1,January,Q1,1,Wednesday
2011-01-06 07:45:00,2011,1,January,Q1,1,Thursday
2011-01-07 07:45:00,2011,1,January,Q1,1,Friday
2011-01-08 07:45:00,2011,1,January,Q1,1,Saturday
2011-01-09 07:45:00,2011,1,January,Q1,1,Sunday
2011-01-10 07:45:00,2011,1,January,Q1,2,Monday
2011-01-11 07:45:00,2011,1,January,Q1,2,Tuesday
2011-01-12 07:45:00,2011,1,January,Q1,2,Wednesday
2011-01-13 07:45:00,2011,1,January,Q1,2,Thursday
2011-01-14 07:45:00,2011,1,January,Q1,2,Friday
2011-01-15 07:45:00,2011,1,January,Q1,2,Saturday
2011-01-16 07:45:00,2011,1,January,Q1,2,Sunday
2011-01-17 07:45:00,2011,1,January,Q1,3,Monday
2011-01-18 07:45:00,2011,1,January,Q1,3,Tuesday
2011-01-19 07:45:00,2011,1,January,Q1,3,Wednesday
2011-01-20 07:45:00,2011,1,January,Q1,3,Thursday
2011-01-21 07:45:00,2011,1,January,Q1,3,Friday
2011-01-22 07:45:00,2011,1,January,Q1,3,Saturday
2011-01-23 07:45:00,2011,1,January,Q1,3,Sunday
2011-01-24 07:45:00,2011,1,January,Q1,4,Monday
2011-01-25 07:45:00,2011,1,January,Q1,4,Tuesday
2011-01-26 07:45:00,2011,1,January,Q1,4,Wednesday
2011-01-27 07:45:00,2011,1,January,Q1,4,Thursday
2011-01-28 07:45:00,2011,1,January,Q1,4,Friday
2011-01-29 07:45:00,2011,1,January,Q1,4,Saturday
2011-01-30 07:45:00,2011,1,January,Q1,4,Sunday
2011-01-31 07:45:00,2011,1,January,Q1,5,Monday
2011-02-01 07:45:00,2011,2,February,Q1,5,Tuesday
2011-02-02 07:45:00,2011,2,February,Q1,5,Wednesday
2011-02-03 07:45:00,2011,2,February,Q1,5,Thursday
2011-02-04 07:45:00,2011,2,February,Q1,5,Friday
2011-02-05 07:45:00,2011,2,February,Q1,5,Saturday
2011-02-06 07:45:00,2011,2,February,Q1,5,Sunday
2011-02-07 07:45:00,2011,2,February,Q1,6,Monday
2011-02-08 07:45:00,2011,2,February,Q1,6,Tuesday
2011-02-09 07:45:00,2011,2,February,Q1,6,Wednesday
2011-02-10 07:45:00,2011,2,February,Q1,6,Thursday
2011-02-11 07:45:00,2011,2,February,Q1,6,Friday
2011-02-12 07:45:00,2011,2,February,Q1,6,Saturday
2011-02-13 07:45:00,2011,2,February,Q1,6,Sunday
2011-02-14 07:45:00,2011,2,February,Q1,7,Monday
2011-02-15 07:45:00,2011,2,February,Q1,7,Tuesday
2011-02-16 07:45:00,2011,2,February,Q1,7,Wednesday
2011-02-17 07:45:00,2011,2,February,Q1,7,Thursday
2011-02-18 07:45:00,2011,2,February,Q1,7,Friday
2011-02-19 07:45:00,2011,2,February,Q1,7,Saturday
2011-02-20 07:45:00,2011,2,February,Q1,7,Sunday
2011-02-21 07:45:00,2011,2,February,Q1,8,Monday
2011-02-22 07:45:00,2011,2,February,Q1,8,Tuesday
